0,,


0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,PERCEPTION-OBJECT-NOT-FOUND
0,BOWL,Could not find object #<A OBJECT     (TYPE BOWL)>.
0,BOWL,MANIPULATION-POSE-UNREACHABLE
0,BOWL,MANIPULATION-POSE-UNREACHABLE
0,BOWL,MANIPULATION-POSE-UNREACHABLE
0,BOWL,MANIPULATION-POSE-UNREACHABLE
